chrom	start	end	weight	E1	E2	E3
chrX	0	10000				
chrX	10000	20000				
chrX	20000	30000				
chrX	30000	40000				
chrX	40000	50000				
chrX	50000	60000				
chrX	60000	70000				
chrX	70000	80000				
chrX	80000	90000				
chrX	90000	100000				
chrX	100000	110000				
chrX	110000	120000				
chrX	120000	130000				
chrX	130000	140000				
chrX	140000	150000				
chrX	150000	160000				
chrX	160000	170000				
chrX	170000	180000				
chrX	180000	190000				
chrX	190000	200000				
chrX	200000	210000				
chrX	210000	220000				
chrX	220000	230000				
chrX	230000	240000				
chrX	240000	250000				
chrX	250000	260000				
chrX	260000	270000				
chrX	270000	280000				
chrX	280000	290000				
chrX	290000	300000				
chrX	300000	310000	0.03773185984390796	0.19399369758984455	0.1586601098188703	-0.10343683785476734
chrX	310000	320000				
chrX	320000	330000				
chrX	330000	340000				
chrX	340000	350000				
chrX	350000	360000				
chrX	360000	370000				
chrX	370000	380000				
chrX	380000	390000				
chrX	390000	400000				
chrX	400000	410000				
chrX	410000	420000				
chrX	420000	430000				
chrX	430000	440000				
chrX	440000	450000				
chrX	450000	460000				
chrX	460000	470000				
chrX	470000	480000				
chrX	480000	490000				
chrX	490000	500000				
chrX	500000	510000				
chrX	510000	520000				
chrX	520000	530000				
chrX	530000	540000				
chrX	540000	550000				
chrX	550000	560000				
chrX	560000	570000				
chrX	570000	580000				
chrX	580000	590000				
chrX	590000	600000				
chrX	600000	610000				
chrX	610000	620000				
chrX	620000	630000				
chrX	630000	640000				
chrX	640000	650000				
chrX	650000	660000				
chrX	660000	670000				
chrX	670000	680000				
chrX	680000	690000				
chrX	690000	700000				
chrX	700000	710000				
chrX	710000	720000				
chrX	720000	730000				
chrX	730000	740000				
chrX	740000	750000				
chrX	750000	760000				
chrX	760000	770000				
chrX	770000	780000				
chrX	780000	790000				
chrX	790000	800000				
chrX	800000	810000				
chrX	810000	820000				
chrX	820000	830000				
chrX	830000	840000				
chrX	840000	850000				
chrX	850000	860000				
chrX	860000	870000				
chrX	870000	880000				
chrX	880000	890000				
chrX	890000	900000				
chrX	900000	910000				
chrX	910000	920000				
chrX	920000	930000				
chrX	930000	940000				
chrX	940000	950000				
chrX	950000	960000				
chrX	960000	970000				
chrX	970000	980000				
chrX	980000	990000				
chrX	990000	1000000				
chrX	1000000	1010000				
chrX	1010000	1020000				
chrX	1020000	1030000				
chrX	1030000	1040000				
chrX	1040000	1050000				
chrX	1050000	1060000				
chrX	1060000	1070000				
chrX	1070000	1080000				
chrX	1080000	1090000				
chrX	1090000	1100000				
chrX	1100000	1110000				
chrX	1110000	1120000				
chrX	1120000	1130000				
chrX	1130000	1140000				
chrX	1140000	1150000				
chrX	1150000	1160000				
chrX	1160000	1170000				
chrX	1170000	1180000				
chrX	1180000	1190000				
chrX	1190000	1200000				
chrX	1200000	1210000				
chrX	1210000	1220000				
chrX	1220000	1230000				
chrX	1230000	1240000				
chrX	1240000	1250000				
chrX	1250000	1260000				
chrX	1260000	1270000				
chrX	1270000	1280000				
chrX	1280000	1290000				
chrX	1290000	1300000				
chrX	1300000	1310000				
chrX	1310000	1320000				
chrX	1320000	1330000				
chrX	1330000	1340000				
chrX	1340000	1350000				
chrX	1350000	1360000				
chrX	1360000	1370000				
chrX	1370000	1380000				
chrX	1380000	1390000				
chrX	1390000	1400000				
chrX	1400000	1410000				
chrX	1410000	1420000				
chrX	1420000	1430000				
chrX	1430000	1440000				
chrX	1440000	1450000				
chrX	1450000	1460000				
chrX	1460000	1470000				
chrX	1470000	1480000				
chrX	1480000	1490000				
chrX	1490000	1500000				
chrX	1500000	1510000				
chrX	1510000	1520000				
chrX	1520000	1530000				
chrX	1530000	1540000				
chrX	1540000	1550000				
chrX	1550000	1560000				
chrX	1560000	1570000				
chrX	1570000	1580000				
chrX	1580000	1590000				
chrX	1590000	1600000				
chrX	1600000	1610000				
chrX	1610000	1620000				
chrX	1620000	1630000				
chrX	1630000	1640000				
chrX	1640000	1650000				
chrX	1650000	1660000				
chrX	1660000	1670000				
chrX	1670000	1680000				
chrX	1680000	1690000				
chrX	1690000	1700000				
chrX	1700000	1710000				
chrX	1710000	1720000				
chrX	1720000	1730000				
chrX	1730000	1740000				
chrX	1740000	1750000				
chrX	1750000	1760000				
chrX	1760000	1770000				
chrX	1770000	1780000				
chrX	1780000	1790000				
chrX	1790000	1800000				
chrX	1800000	1810000				
chrX	1810000	1820000				
chrX	1820000	1830000				
chrX	1830000	1840000				
chrX	1840000	1850000				
chrX	1850000	1860000				
chrX	1860000	1870000				
chrX	1870000	1880000				
chrX	1880000	1890000				
chrX	1890000	1900000				
chrX	1900000	1910000				
chrX	1910000	1920000				
chrX	1920000	1930000				
chrX	1930000	1940000				
chrX	1940000	1950000				
chrX	1950000	1960000				
chrX	1960000	1970000				
chrX	1970000	1980000				
chrX	1980000	1990000				
chrX	1990000	2000000				
chrX	2000000	2010000				
chrX	2010000	2020000				
chrX	2020000	2030000				
chrX	2030000	2040000				
chrX	2040000	2050000				
chrX	2050000	2060000				
chrX	2060000	2070000				
chrX	2070000	2080000				
chrX	2080000	2090000				
chrX	2090000	2100000				
chrX	2100000	2110000				
chrX	2110000	2120000				
chrX	2120000	2130000				
chrX	2130000	2140000				
chrX	2140000	2150000				
chrX	2150000	2160000				
chrX	2160000	2170000				
chrX	2170000	2180000				
chrX	2180000	2190000				
chrX	2190000	2200000				
chrX	2200000	2210000				
chrX	2210000	2220000				
chrX	2220000	2230000				
chrX	2230000	2240000				
chrX	2240000	2250000				
chrX	2250000	2260000				
chrX	2260000	2270000				
chrX	2270000	2280000				
chrX	2280000	2290000				
chrX	2290000	2300000				
chrX	2300000	2310000				
chrX	2310000	2320000				
chrX	2320000	2330000				
chrX	2330000	2340000				
chrX	2340000	2350000				
chrX	2350000	2360000				
chrX	2360000	2370000				
chrX	2370000	2380000				
chrX	2380000	2390000	0.02052527578133136	0.34086544159249055	-0.4380889390142098	0.8365285490240514
chrX	2390000	2400000	0.026114915115932946	0.09779357017942547	0.24573710050824674	0.6633950739317431
chrX	2400000	2410000	0.022880822666254644	0.2602577768613597	0.23205348778252338	0.29417260599302325
chrX	2410000	2420000	0.018765133993822392	0.0924655403812942	0.05622983180620112	0.9555038173067981
chrX	2420000	2430000	0.025183374403191607	0.3712911977845671	-0.13849470930442623	0.25865523232087156
chrX	2430000	2440000	0.020303708480583632	0.026846992298939082	-0.11676556432673918	0.45368330830773873
chrX	2440000	2450000	0.021880631453241088	-0.001597847413605746	-0.06797352597215538	0.5451870531286359
chrX	2450000	2460000	0.027884058727838355	-0.08958246543436675	-0.26831657677801174	0.44232682071533613
chrX	2460000	2470000	0.020581975386411006	0.03314179375551531	-0.27608937613401124	0.5119381887947286
chrX	2470000	2480000	0.019216277969102722	0.020758578782366945	0.1795298209405683	0.7143353455588911
chrX	2480000	2490000	0.02060766233359941	-0.12302304070866324	-0.7046268201442419	0.8234183640826156
chrX	2490000	2500000	0.023468959855882383	-0.016477223335015934	-0.4313409008838433	0.3796747212031646
chrX	2500000	2510000	0.02417250563741136	0.03717727724387916	-0.5274326851936306	0.7456992403642844
chrX	2510000	2520000	0.01894033802535095	0.30693771128575464	0.14644435098319158	0.74485725121627
chrX	2520000	2530000	0.017448277406626134	0.03429932575870291	-0.11581613710929282	0.3587854409355124
chrX	2530000	2540000	0.021545037365066477	0.004997582841554068	0.4100709178081673	0.25586263211842153
chrX	2540000	2550000	0.020653519606139332	0.19789116800711082	0.04891422913661136	0.6203281691521972
chrX	2550000	2560000	0.01783910439454914	0.1399592722311952	-0.029794838848497342	0.6695843807905877
chrX	2560000	2570000	0.0168476478100277	0.07283043232552826	0.05158472923171569	0.5680389850889002
chrX	2570000	2580000	0.022878681009389938	0.15914909630732077	0.6980943159779511	0.27115303738317903
chrX	2580000	2590000	0.02316634512044733	-0.3062635212590302	-0.1596802862277474	0.47023469740413865
chrX	2590000	2600000	0.019785094630608194	-0.030155276397656052	0.31381520325400786	0.4475176077625792
chrX	2600000	2610000	0.017855774154910593	-0.04072500501515284	0.03159934131737033	0.40017194357834973
chrX	2610000	2620000	0.019757265619114714	0.05542274526842353	0.1455649397461231	0.40918394042498923
chrX	2620000	2630000	0.017690553191374605	-0.19533958229113824	-0.08919380655150062	0.18387217721235152
chrX	2630000	2640000	0.022448517319967307	0.04157352179147015	0.37486936008227106	0.24845468075753457
chrX	2640000	2650000	0.020735758647030353	-0.21717470499470956	-0.12702959594492372	0.790838261563873
chrX	2650000	2660000	0.019229397502761963	-0.1606107783214809	0.4095054726977343	-0.02458127187126055
chrX	2660000	2670000	0.025517329033889227	-0.043114614889698095	-0.22411829476360814	0.35428952872857833
chrX	2670000	2680000	0.021083244626000048	-0.0422082434472819	0.09450149608458505	0.43241449638586715
chrX	2680000	2690000	0.0160439374659029	-0.21347840119858985	-0.008049112507272782	0.6915879122560714
chrX	2690000	2700000	0.018054569240110955	-0.36147931870988054	-0.10839128753914203	0.23486201255097539
chrX	2700000	2710000	0.019536581688885467	-0.03011025016662915	-0.408535543434375	0.4078796889740677
chrX	2710000	2720000	0.02246620827410076	-0.19343551090239663	-0.05978783062936984	0.4631749845519732
chrX	2720000	2730000	0.02687002185228363	0.26542270187605604	-0.16394813218670612	0.17972845322466952
chrX	2730000	2740000	0.024884507972276728	-0.02580321263780325	0.06421493326305838	0.28377823816971215
chrX	2740000	2750000	0.022949223191659332	-0.4450604711106371	-0.2978737346551661	0.7126017748940422
chrX	2750000	2760000	0.022456465480283405	-0.15364133652450865	-0.16481933680252359	0.6756800891045786
chrX	2760000	2770000	0.022388460368808805	-0.03885311418917987	-0.11680771305082913	0.1432948496440361
chrX	2770000	2780000	0.03230523884392806	-0.2147551402948699	0.3741266660837665	-0.09459494658144907
chrX	2780000	2790000	0.01858945136730704	-0.35635510037703666	0.039539075963482266	0.48158188257392887
chrX	2790000	2800000	0.02254388179658075	-0.12820626952949638	0.10510571384944163	0.5076411739480434
chrX	2800000	2810000	0.020403852299782838	-0.06989445791123765	-0.3884041369799026	0.613892624762992
chrX	2810000	2820000	0.022343773046858757	-0.13583230799332585	0.4265114875267074	0.10287707513911074
chrX	2820000	2830000	0.020206935180888026	-0.14657662586383427	-0.0871188518050826	0.03161974463122457
chrX	2830000	2840000	0.019497395428659536	-0.2914470782317338	-0.19590441163183267	0.7249470051088329
chrX	2840000	2850000	0.030735397793784987	0.2274915995092866	0.05790622997152953	0.20204470378932932
chrX	2850000	2860000	0.024724877323798237	-0.3716247987386188	-0.25274630029240974	0.745554338342013
chrX	2860000	2870000	0.027783318971619095	-0.10060867849936254	0.13894178167373053	-0.20068738208487244
chrX	2870000	2880000	0.025675269426668472	-0.23680070643609027	0.06257742254450994	0.2679611642744379
chrX	2880000	2890000	0.021307854870790545	-0.005454375436684864	0.4635326955036244	0.6502832142995645
chrX	2890000	2900000	0.022305596920408923	-0.1957511744143805	-0.10722859810312237	0.5376527792019851
chrX	2900000	2910000	0.024196701970112748	-0.2843955308143368	0.07976659905721811	0.27622408977382257
chrX	2910000	2920000	0.02095272010682256	-0.06774819934600933	0.4425047534909826	0.6489543089980057
chrX	2920000	2930000	0.03479515548044852	-0.027669830228395795	-0.7815832809972707	0.2255226236323228
chrX	2930000	2940000				
chrX	2940000	2950000	0.01907007658692507	0.10268037633920539	-0.3883204508889282	0.23435603007006447
chrX	2950000	2960000	0.023642867795591608	0.14443581476101267	0.13884552388678337	0.14617959292849583
chrX	2960000	2970000	0.021775650152719105	0.1599644599307435	0.264194716520263	0.2989807435211424
chrX	2970000	2980000	0.023943068082129565	-0.1572140333923952	0.13031279119081354	0.8178863250046543
chrX	2980000	2990000	0.020006400036906975	-0.016560097214638976	-0.01587890087769282	0.5620820380714511
chrX	2990000	3000000	0.023151002679830907	0.04128130644928144	0.0369597096501484	0.7001497649314203
chrX	3000000	3010000	0.018486771590384532	-0.014044342325406231	0.2807566488660114	0.5526877432512879
chrX	3010000	3020000	0.01850746686273128	-0.10737559853965932	-0.037451729088567295	0.5317799687295794
chrX	3020000	3030000	0.017997034141916585	-0.037315523142044435	-0.3044709225987914	0.465997192347524
chrX	3030000	3040000	0.022600426988534608	0.18062411775610945	-0.1777239359548684	0.6907944793114374
chrX	3040000	3050000	0.020744800539160876	0.08580793013910085	-0.019789658601342113	0.6478774539883742
chrX	3050000	3060000	0.03351224704875361	0.158790671458866	-0.06865991240394856	0.27360340545277867
chrX	3060000	3070000	0.031415627541308035	-0.15511829103183503	0.05368784149245358	0.38310873833867404
chrX	3070000	3080000	0.019013439917195667	0.09810346193646183	0.03935958965808167	0.4270105100506859
chrX	3080000	3090000	0.02772294350057688	0.08126235574125307	0.21791027872208882	0.1417421639105029
chrX	3090000	3100000	0.02201588862024551	0.1896380148703411	-0.07510889219003541	0.49539150939044696
chrX	3100000	3110000				
chrX	3110000	3120000	0.017895963537552472	-0.1414581053440063	0.20701736683021085	0.7108085110279078
chrX	3120000	3130000	0.020068985109489415	-0.21440207389860733	-0.20843071403806016	0.21757386252268246
chrX	3130000	3140000	0.026128605106671084	-0.19607439029306897	0.05910805552054304	0.32734626492077723
chrX	3140000	3150000	0.02195090899354993	0.18107165255668536	0.24694791254631063	0.35567737757128376
chrX	3150000	3160000	0.01843467478691021	0.09869588568843998	0.1954181697726491	0.145222754314897
chrX	3160000	3170000	0.021706256147966518	0.03133103699223588	0.2708140603711476	0.42220136490921495
chrX	3170000	3180000	0.020514669001036708	-0.07768262456149125	-0.24986783156445916	0.04045168358316061
chrX	3180000	3190000	0.028060988371669267	0.04109802994016603	-0.059407566282105216	0.27601091065416444
chrX	3190000	3200000	0.019615284464604463	-0.30406208587789085	0.18843740650175908	0.413481725802509
chrX	3200000	3210000	0.02000327840613443	0.02082705120034977	0.17364281171703175	0.35305557882198363
chrX	3210000	3220000	0.02600046204798762	-0.21600339040128427	0.22328522592731823	0.6201871968510827
chrX	3220000	3230000	0.0233960351983212	0.06873010942442348	0.32338000629633623	0.18957397654912123
chrX	3230000	3240000				
chrX	3240000	3250000	0.0208238861978327	0.024236867744815923	0.7663314337554137	0.10541870140095372
chrX	3250000	3260000	0.026021687367756317	0.11401745556273045	0.17790513407696232	0.33038881833202277
chrX	3260000	3270000				
