chrom	start	end	weight	E1	E2	E3
chrX	0	10000				
chrX	10000	20000				
chrX	20000	30000				
chrX	30000	40000				
chrX	40000	50000				
chrX	50000	60000				
chrX	60000	70000				
chrX	70000	80000				
chrX	80000	90000				
chrX	90000	100000				
chrX	100000	110000				
chrX	110000	120000				
chrX	120000	130000				
chrX	130000	140000				
chrX	140000	150000				
chrX	150000	160000				
chrX	160000	170000				
chrX	170000	180000				
chrX	180000	190000				
chrX	190000	200000				
chrX	200000	210000				
chrX	210000	220000				
chrX	220000	230000				
chrX	230000	240000				
chrX	240000	250000				
chrX	250000	260000				
chrX	260000	270000				
chrX	270000	280000				
chrX	280000	290000				
chrX	290000	300000				
chrX	300000	310000				
chrX	310000	320000				
chrX	320000	330000				
chrX	330000	340000				
chrX	340000	350000				
chrX	350000	360000				
chrX	360000	370000				
chrX	370000	380000				
chrX	380000	390000				
chrX	390000	400000				
chrX	400000	410000				
chrX	410000	420000				
chrX	420000	430000				
chrX	430000	440000				
chrX	440000	450000				
chrX	450000	460000				
chrX	460000	470000				
chrX	470000	480000				
chrX	480000	490000				
chrX	490000	500000				
chrX	500000	510000				
chrX	510000	520000				
chrX	520000	530000				
chrX	530000	540000				
chrX	540000	550000				
chrX	550000	560000				
chrX	560000	570000				
chrX	570000	580000				
chrX	580000	590000				
chrX	590000	600000				
chrX	600000	610000				
chrX	610000	620000				
chrX	620000	630000				
chrX	630000	640000				
chrX	640000	650000				
chrX	650000	660000				
chrX	660000	670000				
chrX	670000	680000				
chrX	680000	690000				
chrX	690000	700000				
chrX	700000	710000				
chrX	710000	720000				
chrX	720000	730000				
chrX	730000	740000				
chrX	740000	750000				
chrX	750000	760000				
chrX	760000	770000				
chrX	770000	780000				
chrX	780000	790000				
chrX	790000	800000				
chrX	800000	810000				
chrX	810000	820000				
chrX	820000	830000				
chrX	830000	840000				
chrX	840000	850000				
chrX	850000	860000				
chrX	860000	870000				
chrX	870000	880000				
chrX	880000	890000				
chrX	890000	900000				
chrX	900000	910000				
chrX	910000	920000				
chrX	920000	930000				
chrX	930000	940000				
chrX	940000	950000				
chrX	950000	960000				
chrX	960000	970000				
chrX	970000	980000				
chrX	980000	990000				
chrX	990000	1000000				
chrX	1000000	1010000				
chrX	1010000	1020000				
chrX	1020000	1030000				
chrX	1030000	1040000				
chrX	1040000	1050000				
chrX	1050000	1060000				
chrX	1060000	1070000				
chrX	1070000	1080000				
chrX	1080000	1090000				
chrX	1090000	1100000				
chrX	1100000	1110000				
chrX	1110000	1120000				
chrX	1120000	1130000				
chrX	1130000	1140000				
chrX	1140000	1150000				
chrX	1150000	1160000				
chrX	1160000	1170000				
chrX	1170000	1180000				
chrX	1180000	1190000				
chrX	1190000	1200000				
chrX	1200000	1210000				
chrX	1210000	1220000				
chrX	1220000	1230000				
chrX	1230000	1240000				
chrX	1240000	1250000				
chrX	1250000	1260000				
chrX	1260000	1270000				
chrX	1270000	1280000				
chrX	1280000	1290000				
chrX	1290000	1300000				
chrX	1300000	1310000				
chrX	1310000	1320000				
chrX	1320000	1330000				
chrX	1330000	1340000				
chrX	1340000	1350000				
chrX	1350000	1360000				
chrX	1360000	1370000				
chrX	1370000	1380000				
chrX	1380000	1390000				
chrX	1390000	1400000				
chrX	1400000	1410000				
chrX	1410000	1420000				
chrX	1420000	1430000				
chrX	1430000	1440000				
chrX	1440000	1450000				
chrX	1450000	1460000				
chrX	1460000	1470000				
chrX	1470000	1480000				
chrX	1480000	1490000				
chrX	1490000	1500000				
chrX	1500000	1510000				
chrX	1510000	1520000				
chrX	1520000	1530000				
chrX	1530000	1540000				
chrX	1540000	1550000				
chrX	1550000	1560000				
chrX	1560000	1570000				
chrX	1570000	1580000				
chrX	1580000	1590000				
chrX	1590000	1600000				
chrX	1600000	1610000				
chrX	1610000	1620000				
chrX	1620000	1630000				
chrX	1630000	1640000				
chrX	1640000	1650000				
chrX	1650000	1660000				
chrX	1660000	1670000				
chrX	1670000	1680000				
chrX	1680000	1690000				
chrX	1690000	1700000				
chrX	1700000	1710000				
chrX	1710000	1720000				
chrX	1720000	1730000				
chrX	1730000	1740000				
chrX	1740000	1750000				
chrX	1750000	1760000				
chrX	1760000	1770000				
chrX	1770000	1780000				
chrX	1780000	1790000				
chrX	1790000	1800000				
chrX	1800000	1810000				
chrX	1810000	1820000				
chrX	1820000	1830000				
chrX	1830000	1840000				
chrX	1840000	1850000				
chrX	1850000	1860000				
chrX	1860000	1870000				
chrX	1870000	1880000				
chrX	1880000	1890000				
chrX	1890000	1900000				
chrX	1900000	1910000				
chrX	1910000	1920000				
chrX	1920000	1930000				
chrX	1930000	1940000				
chrX	1940000	1950000				
chrX	1950000	1960000				
chrX	1960000	1970000				
chrX	1970000	1980000				
chrX	1980000	1990000				
chrX	1990000	2000000				
chrX	2000000	2010000				
chrX	2010000	2020000				
chrX	2020000	2030000				
chrX	2030000	2040000				
chrX	2040000	2050000				
chrX	2050000	2060000				
chrX	2060000	2070000				
chrX	2070000	2080000				
chrX	2080000	2090000				
chrX	2090000	2100000				
chrX	2100000	2110000				
chrX	2110000	2120000				
chrX	2120000	2130000				
chrX	2130000	2140000				
chrX	2140000	2150000				
chrX	2150000	2160000				
chrX	2160000	2170000				
chrX	2170000	2180000				
chrX	2180000	2190000				
chrX	2190000	2200000				
chrX	2200000	2210000				
chrX	2210000	2220000				
chrX	2220000	2230000				
chrX	2230000	2240000				
chrX	2240000	2250000				
chrX	2250000	2260000				
chrX	2260000	2270000				
chrX	2270000	2280000				
chrX	2280000	2290000				
chrX	2290000	2300000				
chrX	2300000	2310000				
chrX	2310000	2320000				
chrX	2320000	2330000				
chrX	2330000	2340000				
chrX	2340000	2350000				
chrX	2350000	2360000				
chrX	2360000	2370000				
chrX	2370000	2380000				
chrX	2380000	2390000	0.022110560378394314	-0.3766616029502005	1.6500272690175117	1.7065871529714434
chrX	2390000	2400000	0.02509132189481375	-0.1531612465405582	1.1235986689721802	3.3733470424076413
chrX	2400000	2410000	0.024572062619501848	-0.9022212885399499	1.7744759934154501	0.819509161302982
chrX	2410000	2420000	0.018208549008541203	0.13081969637252275	0.4944514526832945	0.9899089260650211
chrX	2420000	2430000	0.026250679234694343	-0.5443326698470237	1.1036644075202893	0.7692389646109997
chrX	2430000	2440000	0.020002554229562066	-1.1612747645595685	1.6564986448316	0.9265244024880923
chrX	2440000	2450000	0.021630960416620906	-0.2546706427594625	0.6588370780246082	0.8828302951021435
chrX	2450000	2460000	0.02711238990864314	-0.430146383944044	0.46041291493596326	0.09033898660410922
chrX	2460000	2470000	0.01867974948054336	-0.44532134199764517	1.4039736350331695	1.1972167156367182
chrX	2470000	2480000	0.018261728661033764	-0.1120232893163752	0.6067644822088716	1.3827750237740366
chrX	2480000	2490000	0.01914488049065068	-0.16297353465325604	1.8272667845858004	2.894809474429464
chrX	2490000	2500000	0.02237275543908125	-0.34849114026349565	0.8323243722373227	0.7333393017150232
chrX	2500000	2510000	0.024345924398963867	-0.12065998445146459	0.42486556171776335	0.35698306499177745
chrX	2510000	2520000	0.019704709418544797	-0.4125973825624331	-0.06603085887818917	0.7271155408029993
chrX	2520000	2530000	0.017845676804684484	0.16830065987635018	1.1201585164309507	1.2408933553515902
chrX	2530000	2540000	0.022084573691116213	0.006135832253231254	1.0546326723658714	1.4136341584403846
chrX	2540000	2550000	0.01975610961842538	-0.1176391774012831	0.8436395683808943	2.410460095111865
chrX	2550000	2560000	0.016898356480751157	-0.3860852771992374	0.6014374822144304	0.24576214004034144
chrX	2560000	2570000	0.017058867157740097	-0.2247182999286881	0.48368467626498546	0.6046457231339626
chrX	2570000	2580000	0.023700614843760435	-0.6939570427952209	-0.21238321774735155	0.4158448112273591
chrX	2580000	2590000	0.02375096695459318	-0.77492349452179	0.9564863241984246	0.842271724139673
chrX	2590000	2600000	0.019000443364080584	-0.47275050163465165	1.8726229835407895	2.784799346945787
chrX	2600000	2610000	0.01735317921378543	-0.44690761232560244	0.7143373946029669	0.7493651342678784
chrX	2610000	2620000	0.020263597474830974	-0.3695833065820129	0.631778307998085	0.7402312729876531
chrX	2620000	2630000	0.01638542856402968	-0.29258384501234114	0.7883732396011388	0.9223346267000505
chrX	2630000	2640000	0.021324706201484418	-0.26728999440908363	0.8742453229641945	1.9943777924148436
chrX	2640000	2650000	0.021569195585131	-0.8096036833056902	1.190014213847013	0.41881678188295673
chrX	2650000	2660000	0.01905901693315441	-0.6541667127095567	1.5836122591590798	1.4400301490143623
chrX	2660000	2670000	0.026275742209656942	-0.6798873292531581	-0.1713634971513824	0.4467911363748814
chrX	2670000	2680000	0.020382898598409423	-0.688722173740372	0.37458733203418026	1.0257675174592191
chrX	2680000	2690000	0.015804658817074043	-0.510179639455939	0.07922653064866136	-0.3508952254053901
chrX	2690000	2700000	0.016584839503290788	-0.2124812049939027	0.17925189682205356	0.4463127760609561
chrX	2700000	2710000	0.019260337309350662	0.0690253825936862	0.15012213678312242	0.5068443653141618
chrX	2710000	2720000	0.022119996145130737	-0.7103845505974765	-0.03674252191187614	-0.14265298686343972
chrX	2720000	2730000	0.025401172097430407	-0.31780113445161173	0.13647455298607233	-0.4873229865819552
chrX	2730000	2740000	0.023179989592625547	-0.4711239215620432	1.1680083991602666	-0.280587986358322
chrX	2740000	2750000	0.023453927537398146	-0.875660380861609	0.7586306518152143	1.4602696602618048
chrX	2750000	2760000	0.023297904299607538	-0.35975174422996614	0.44684709349771184	0.034636814847001485
chrX	2760000	2770000	0.021724220764834663	-0.04719980964106496	0.3714486033948566	0.33561734453772424
chrX	2770000	2780000	0.031720843185699274	-0.5977335223119532	0.1340615053506448	0.6091541017893047
chrX	2780000	2790000	0.018480525034986324	-0.4640968360652832	0.3559245521205988	0.7995672400098769
chrX	2790000	2800000	0.02313691730838159	-0.34557940122152053	0.27581845992937404	0.6807468033028314
chrX	2800000	2810000	0.019888453423963677	-0.7251180987225514	0.17646923260607617	0.9920973255664121
chrX	2810000	2820000	0.020391118949198508	-0.8041220632474619	1.4966110650833344	1.5266131326659989
chrX	2820000	2830000	0.018964933494294914	-0.6008477114109501	0.7268381794676353	0.5731267908727926
chrX	2830000	2840000	0.01902793178673263	-0.20541412120526578	0.39158689900554644	0.20731853666850483
chrX	2840000	2850000	0.032655455001776114	-1.001655044895825	-0.1968572681812382	-0.37946249823991385
chrX	2850000	2860000	0.022876233066021604	-0.0375110804641712	0.5956622331676997	0.23619990585263362
chrX	2860000	2870000	0.02741646554035623	-0.5999900077848959	-0.13967891425178688	0.6087134838336604
chrX	2870000	2880000	0.02560545626409505	-0.27276712688705823	0.8910499571272517	1.404595985744336
chrX	2880000	2890000	0.020819188012541325	-0.3204862679610476	0.1802957182266993	0.8528807602603156
chrX	2890000	2900000	0.021805229473360024	-0.396077742166727	0.5659905050390217	0.23147336100348478
chrX	2900000	2910000	0.02604627119867509	-0.8837581437958185	1.1778467872371001	0.8880833770188344
chrX	2910000	2920000	0.01900935126138123	-0.40096621041818903	0.9822960974633763	0.5546774454042488
chrX	2920000	2930000	0.03272753938998086	-0.7275414645048911	0.5489324870972444	0.22774274770473996
chrX	2930000	2940000				
chrX	2940000	2950000	0.01964722394580842	0.07062521562839708	0.8998403803062682	2.0453609420422145
chrX	2950000	2960000	0.022865954756224136	-0.5819402483358072	-0.08889438079542279	-0.10708167841657466
chrX	2960000	2970000	0.02244177595391256	-0.5927204632349335	-0.11586926626289834	-0.45912414869246543
chrX	2970000	2980000	0.023900974385266494	-1.0261447678491247	0.21384865260904187	0.4542829038132636
chrX	2980000	2990000	0.01989076509335971	-0.4195702299535592	0.9436966774797135	0.42549681331101336
chrX	2990000	3000000	0.024960293570609568	-0.6244517951628843	0.3269000652032954	0.2398172883836718
chrX	3000000	3010000	0.017843960988259973	-0.49340148610188495	0.5031525454985504	0.33743924353236737
chrX	3010000	3020000	0.01803905980982234	-0.6831968962354839	0.769293945620199	0.3077612337277729
chrX	3020000	3030000	0.017420594214595797	-0.5913258611289608	0.6420165112247983	0.7963367298355777
chrX	3030000	3040000	0.023156114715421894	-0.2148221762617237	0.21203584154130817	0.40008683374523957
chrX	3040000	3050000	0.02112083728916205	-0.397772655885791	0.939612963680032	0.14152187426346047
chrX	3050000	3060000	0.033743622088997734	-1.198531525846153	1.0256487607041955	-0.2292664724402772
chrX	3060000	3070000	0.032245344363428935	-0.4022526469086818	-0.0071123905118835	0.38856542496475366
chrX	3070000	3080000	0.019206375995796516	-0.4133647344368712	0.2935423249369455	-0.10917554837154711
chrX	3080000	3090000	0.02561131824805036	-0.7179840297352978	0.18732611464498844	-0.0659327125847381
chrX	3090000	3100000	0.02149376493651726	0.010916158323253995	1.13693916767633	0.7233272645810604
chrX	3100000	3110000				
chrX	3110000	3120000	0.01747985278945608	-0.5703473281012803	0.02519260802877886	0.04690660950438278
chrX	3120000	3130000	0.01930126447311915	-0.4419470788042206	0.4754779944193305	-0.13321747078523277
chrX	3130000	3140000	0.027301572253979826	-0.6913974697386684	0.13185507745388284	-0.6324467990650429
chrX	3140000	3150000	0.021696091873107812	-0.258573282189371	0.7735071543416951	0.33509241617553354
chrX	3150000	3160000	0.019071487316945343	-0.20681729007110053	0.5057394890867807	0.3451920408265609
chrX	3160000	3170000	0.02088134999280403	-0.22843625410738144	0.9288594431340913	1.1654624950169532
chrX	3170000	3180000	0.020025723561151974	-0.6436416421230259	0.5709579533798375	0.33283502055875863
chrX	3180000	3190000	0.029461233954908565	-0.11817703002888272	-0.03484026701214643	0.44857290411187917
chrX	3190000	3200000	0.020689153316493337	-0.08229822319021085	0.7899155009149293	-0.39275150927046637
chrX	3200000	3210000	0.019287288678307198	-0.1229181748819257	0.5390859645551429	-0.295186325419937
chrX	3210000	3220000	0.0264465051079931	-0.24014896865927363	0.39744465427940456	0.08170263086958582
chrX	3220000	3230000	0.021809702201941818	-0.1413813925228332	0.8081853743015246	0.04171659734265258
chrX	3230000	3240000				
chrX	3240000	3250000	0.02051786582684563	0.10517241849213434	0.3469997360824136	1.0322632365774214
chrX	3250000	3260000	0.02499273673643319	-0.7125337154273873	0.6985165248243772	0.32749101228106314
chrX	3260000	3270000				
chrX	3270000	3280000	0.01919969426079375	0.01214405404810902	0.2623877388085726	0.5225631718997171
