chrom	start	end	weight	E1	E2	E3
chrX	0	100000				
chrX	100000	200000				
chrX	200000	300000				
chrX	300000	400000				
chrX	400000	500000				
chrX	500000	600000				
chrX	600000	700000				
chrX	700000	800000				
chrX	800000	900000				
chrX	900000	1000000				
chrX	1000000	1100000				
chrX	1100000	1200000				
chrX	1200000	1300000				
chrX	1300000	1400000				
chrX	1400000	1500000				
chrX	1500000	1600000				
chrX	1600000	1700000				
chrX	1700000	1800000				
chrX	1800000	1900000				
chrX	1900000	2000000				
chrX	2000000	2100000				
chrX	2100000	2200000				
chrX	2200000	2300000				
chrX	2300000	2400000				
chrX	2400000	2500000	0.007251822714258079	0.09614171330715729	0.8642651676533472	1.075447396760565
chrX	2500000	2600000	0.007081676383801363	0.11581870427078819	0.8072315741225404	1.0775040940625817
chrX	2600000	2700000	0.006651164303698852	-0.18506663785581948	0.7223633845508011	0.7648123522482153
chrX	2700000	2800000	0.00792818246262876	-0.1019269260744179	0.505488641989632	0.8137288020571964
chrX	2800000	2900000	0.007781556520549381	-0.18403707138608627	0.5941561088872385	0.8155278473080506
chrX	2900000	3000000	0.008393672443335503	-0.279907291792166	0.562290267776967	0.7101788134561775
chrX	3000000	3100000	0.007466941013852652	-0.20143377010964653	0.5958387924848413	0.5779896296359853
chrX	3100000	3200000	0.007670305313359275	-0.19089300731384343	0.5134921795554498	0.6587168720123993
chrX	3200000	3300000	0.008427229469584394	0.10512050775553528	0.5389081348522142	0.6324999994055096
chrX	3300000	3400000	0.006909776614946638	0.21034591473287262	0.693687416000258	0.559266075755872
chrX	3400000	3500000	0.007745328079760749	0.1291626025033932	0.44809261500633885	0.590572214397098
chrX	3500000	3600000	0.006664669461535496	-0.275467281757461	0.2831823244298138	0.5537898956596204
chrX	3600000	3700000	0.006609221677811734	-0.41932949245982404	0.382089062673988	0.43732020741591654
chrX	3700000	3800000	0.006328001250464844	-0.47785547974981707	0.6029317413958625	0.4681964942178401
chrX	3800000	3900000	0.006520667265273613	-0.46456242666710895	0.6236678387071759	0.4988151825084311
chrX	3900000	4000000	0.006701607482402532	-0.5969596331914792	0.49836191198036744	0.2726482254717611
chrX	4000000	4100000	0.005868962064466006	-0.554416324169579	0.5471948076915237	0.3864887184425902
chrX	4100000	4200000	0.0067815179105060784	-0.5898710082956413	0.48571767588353154	0.1793374836053441
chrX	4200000	4300000	0.0063154838793775	-0.724446992786727	0.5658369905416619	0.2715472875807335
chrX	4300000	4400000	0.007070768699843139	-0.4700615709058211	0.4734317361789128	0.4149888880800167
chrX	4400000	4500000	0.006328884367819527	-0.464118775377836	0.43748252385896674	0.3527653884890915
chrX	4500000	4600000	0.00615965337943544	-0.625667757927604	0.5187117542804598	0.32451129578545007
chrX	4600000	4700000	0.0060374172561696434	-0.558588639387241	0.5233092289764824	0.2893578078304193
chrX	4700000	4800000	0.00613456749595985	-0.6604082183241518	0.5599282274841287	0.19432344748683938
chrX	4800000	4900000	0.006723503903725996	-0.5764509529944002	0.459362699357537	0.26640608824871725
chrX	4900000	5000000	0.006436807725758955	-0.6577455683616844	0.43823159759416885	0.29211290052546485
chrX	5000000	5100000	0.006288637636221759	-0.555702881725672	0.4263184986833294	0.34258210999240674
chrX	5100000	5200000	0.006142874259162825	-0.5697844910568757	0.32711375725751596	0.11644706963639932
chrX	5200000	5300000	0.00611182175525014	-0.49982074689795425	0.23916577742732864	0.31186176872120036
chrX	5300000	5400000	0.006719001394020364	-0.4767290632297368	0.356859078668294	0.1656980576529457
chrX	5400000	5500000	0.006635491517214561	-0.37511135310745264	0.30317878651031566	0.28117083693758105
chrX	5500000	5600000	0.006152907545736303	-0.48196929264406724	0.42338615338303376	0.22678324608670533
chrX	5600000	5700000	0.005906432849759855	-0.449025174087679	0.3475060932280806	0.1511064177607852
chrX	5700000	5800000	0.006413663385624999	-0.2734892969789321	0.16992694965153976	0.2458374837240322
chrX	5800000	5900000	0.00645513189400993	-0.35989586219844605	0.0037017681475734463	0.0753359080898987
chrX	5900000	6000000	0.005707982060994602	-0.29475208884496384	0.035675501203008844	0.08483570490849775
chrX	6000000	6100000	0.006339087568859107	-0.3431078275459069	-0.06016254302356537	0.16163336846206108
chrX	6100000	6200000	0.006133810027383926	-0.35810126092780453	-0.002486820972082095	0.11766649951388056
chrX	6200000	6300000	0.005883616083089141	-0.2851568798782535	0.05071303426841474	0.27468228293945535
chrX	6300000	6400000	0.005895433449640525	-0.22851880140467754	0.07326317471630038	0.1777410638676492
chrX	6400000	6500000	0.005787493950817062	-0.15591611485879042	0.09955300503993428	0.3333392557286006
chrX	6500000	6600000	0.006102225804864158	-0.23575839890931724	0.0860012023397733	0.22572214430744014
chrX	6600000	6700000	0.006254818264294112	-0.09196549639148313	0.0690254104352108	0.1992267500094083
chrX	6700000	6800000	0.006181331436887934	-0.21286574270985764	0.038034862973061266	0.22552960532203906
chrX	6800000	6900000	0.005757463886561406	-0.33989298998131506	-0.1690363775129405	0.10690474329548073
chrX	6900000	7000000	0.006282238738380405	-0.154300485910785	-0.2949043407887352	0.34714066891747114
chrX	7000000	7100000	0.006148444054130712	-0.47324084947419887	-0.13082899004520987	0.10061666028490539
chrX	7100000	7200000	0.005966995584192348	-0.35842748952970455	-0.18298529550068082	0.07847890960530284
chrX	7200000	7300000	0.006113397383979127	-0.21702797809481564	-0.23796319069141234	0.09232493882558132
chrX	7300000	7400000	0.008546757124736034	-0.3030439571976352	-0.2799601663982708	0.11575570571201553
chrX	7400000	7500000	0.005955200015600538	-0.1085360215876858	-0.21907176498173497	0.043358061509598
chrX	7500000	7600000	0.006972393597996749	-0.18006847825521025	-0.06906766045168071	0.10650091551438773
chrX	7600000	7700000	0.007287588867351255	-0.21153500807317743	-0.11189668791325483	-0.05715857590121502
chrX	7700000	7800000	0.007066382177888537	-0.21615078577175925	-0.2381772752350919	0.14996657535681643
chrX	7800000	7900000	0.005900279348586253	-0.2015037812625864	-0.2808176307478465	0.13645006756579872
chrX	7900000	8000000	0.006960228695041386	-0.2550271019048816	-0.28484029942617	0.08593265488576275
chrX	8000000	8100000	0.006483527636454202	-0.2247345411514239	-0.3667251996986249	0.09560494064530943
chrX	8100000	8200000	0.006064599405655059	-0.23654218998580803	-0.39283193442940556	0.13327392393560097
chrX	8200000	8300000	0.006658014813455132	-0.17949194488335735	-0.34233399769281914	0.00976171493784842
chrX	8300000	8400000	0.006103151637790497	-0.13085436526045421	-0.31467954004573956	-0.040482202580665476
chrX	8400000	8500000	0.005685078793514676	-0.2576425865579602	-0.194644130925454	0.1291262431694443
chrX	8500000	8600000	0.006139191289199253	-0.11252486503659259	-0.3920227882045573	0.20559272080229937
chrX	8600000	8700000	0.005839375385512845	-0.1203549722809406	-0.2377722981929705	0.2339873668904198
chrX	8700000	8800000	0.005795548547433419	-0.1155720242431667	-0.2825844994826823	0.03867425974773029
chrX	8800000	8900000	0.005600253300878073	0.06336593568516011	-0.2270875424828344	0.24866328070237037
chrX	8900000	9000000	0.006771724285909874	-0.02129950454737075	-0.15525581452408532	-0.02793186664184408
chrX	9000000	9100000	0.006370123962038448	0.15648613947643442	-0.16896726907897108	0.25004888902672934
